Gene,adatcodoncount,adatcodonfreq,proteinlennucleotides,ADAT_transformed_ordered_pvalues,ADAT_pvalues_raw,ADAT_pvalues_corrected,chisquareadatenrichedstatus,expected_adat_codons,observed_adat_codons,protein_length_AA,feature
Atac1,43,0.12044817927170869,1071,0.7879965690771779,0.21200343092282212,2857.3822419777966,nonsignificant,52,43,357,gene
CG13775,70,0.11437908496732026,1836,0.9866917070091139,0.013308292990886145,179.36917293116346,nonsignificant,94,70,612,gene
Gas41,30,0.13157894736842105,684,0.14253755804075885,0.8574624419592412,11556.878792726653,nonsignificant,31,30,228,gene
ihog,144,0.16234498308906425,2661,0.31791231281311183,0.6820876871868882,9193.177847904879,nonsignificant,149,144,887,gene
Fgop2,43,0.1360759493670886,948,0.7373817095574826,0.2626182904425174,3539.5693185842492,nonsignificant,51,43,316,gene
CG18304,356,0.1877637130801688,5688,-0.9984763832026241,0.0015236167973759025,20.535307195032413,nonsignificant,301,356,1896,gene
x16,42,0.16216216216216217,777,0.12120628204070227,0.8787937179592977,11844.381730655416,nonsignificant,43,42,259,gene
nop5,80,0.15625,1536,-0.4362971383492269,0.5637028616507731,7597.58716932912,nonsignificant,75,80,512,gene
CG32829,8,0.03404255319148936,705,-0.2945430138887266,0.7054569861112734,9508.149258807744,nonsignificant,7,8,235,gene
Wee1,94,0.1540983606557377,1830,-0.40388733427667656,0.5961126657233234,8034.406508618953,nonsignificant,89,94,610,gene
Polr1F,43,0.16929133858267717,762,-0.3647437040027517,0.6352562959972483,8561.984357450912,nonsignificant,40,43,254,gene
Nha1,144,0.20310296191819463,2127,-0.842700792949719,0.15729920705028105,2120.0787126236883,nonsignificant,128,144,709,gene
CG17375,48,0.19753086419753085,729,-0.9720081845143342,0.027991815485665764,377.27368911580317,nonsignificant,35,48,243,gene
CG17376,3,0.06521739130434782,138,0.6289066304773024,0.37109336952269756,5001.596434426918,nonsignificant,5,3,46,gene
nrv1,50,0.16129032258064516,930,-0.948424136379123,0.051575863620877,695.1394898821802,nonsignificant,38,50,310,gene
LUBEL,34,0.1878453038674033,543,-0.409986112836654,0.590013887163346,7952.207171187578,nonsignificant,31,34,181,gene
CG11322,68,0.14137214137214138,1443,0.0958225025012237,0.9041774974987763,12186.504311288507,nonsignificant,69,68,481,gene
Pcp,36,0.1945945945945946,555,-0.3984918655594101,0.6015081344405899,8107.126635990271,nonsignificant,33,36,185,gene
MME1,57,0.19,900,-0.21259350933373067,0.7874064906662693,10612.664681199978,nonsignificant,55,57,300,gene
Mnn1,134,0.17539267015706805,2292,-0.4654987744369071,0.5345012255630929,7204.007518139366,nonsignificant,127,134,764,gene
Ugt307A1,72,0.14314115308151093,1509,0.6289066304773024,0.37109336952269756,5001.596434426918,nonsignificant,80,72,503,gene
MICU1,80,0.1523809523809524,1575,-0.5145011973557178,0.48549880264428225,6543.552862039636,nonsignificant,74,80,525,gene
CG31909,7,0.0546875,384,0.9755510546899107,0.024448945310089332,329.52288488938404,nonsignificant,16,7,128,gene
CG13786,71,0.1143317230273752,1863,0.9997270864100556,0.00027291358994440925,3.678329365270748,nonsignificant,109,71,621,gene
CG13784,13,0.19117647058823528,204,-0.22717000731555248,0.7728299926844475,10416.202641400983,nonsignificant,12,13,68,gene
CG4502,50,0.16286644951140064,921,-0.1135969936329364,0.8864030063670636,11946.939719815284,nonsignificant,49,50,307,gene
CG4497,97,0.1913214990138067,1521,-0.3978324722518042,0.6021675277481958,8116.013938990183,nonsignificant,92,97,507,gene
CG4496,60,0.10327022375215146,1743,0.9884162697721203,0.01158373022787975,156.12551601136326,nonsignificant,83,60,581,gene
Pvf2,59,0.14532019704433496,1218,0.2021061168013435,0.7978938831986565,10754.013757751492,nonsignificant,61,59,406,gene
Nuf2,59,0.14898989898989898,1188,-0.5901532706315364,0.40984672936846356,5523.914218428152,nonsignificant,53,59,396,gene
Mst27D,35,0.08235294117647059,1275,0.9974726533471745,0.0025273466528254553,34.063578186781484,nonsignificant,58,35,425,gene
Rab30,39,0.17410714285714285,672,-0.5010377013962389,0.49896229860376107,6725.013860581492,nonsignificant,35,39,224,gene
CG31908,59,0.15012722646310434,1179,-0.31150025890336586,0.6884997410966341,9279.599510500435,nonsignificant,56,59,393,gene
Wnt6,64,0.15201900237529692,1263,0.0,1.0,13478.0,nonsignificant,64,64,421,gene
Wnt10,76,0.15384615384615385,1482,-0.4470803750289515,0.5529196249710485,7452.250705359792,nonsignificant,71,76,494,gene
ninaC,254,0.16910785619174434,4506,-0.985240524633603,0.014759475366397025,198.9282089882991,nonsignificant,218,254,1502,gene
gudu,135,0.20149253731343283,2010,-0.9222858171368199,0.07771418286318006,1047.4317566299408,nonsignificant,116,135,670,gene
CG5171,41,0.14963503649635038,822,0.12262944393585662,0.8773705560641434,11825.200354632525,nonsignificant,42,41,274,gene
CG5177,70,0.2527075812274368,831,-0.9999999420994844,5.790051557115332e-08,0.0007803831488680045,enriched,37,70,277,gene
CG15818,39,0.13732394366197184,852,0.12563293883710824,0.8743670611628918,11784.719250353455,nonsignificant,40,39,284,gene
chm,120,0.1477832512315271,2436,0.28056245557660864,0.7194375444233914,9696.579223738468,nonsignificant,124,120,812,gene
CG5973,37,0.11858974358974358,936,0.5595993018609967,0.4404006981390033,5935.720609517486,nonsignificant,42,37,312,gene
CG6055,37,0.16818181818181818,660,-0.3930945727820492,0.6069054272179508,8179.871348043541,nonsignificant,34,37,220,gene
CG6441,69,0.12343470483005367,1677,0.9332207950003051,0.06677920499969496,900.0501249858887,nonsignificant,86,69,559,gene
Obp28a,32,0.2222222222222222,432,-0.8975295651402506,0.10247043485974942,1381.0965210397028,nonsignificant,24,32,144,gene
Gr28b,78,0.17218543046357615,1359,-0.2709655104611961,0.7290344895388039,9825.926850004,nonsignificant,75,78,453,gene
Gr28a,83,0.18403547671840353,1353,-0.3473149117466754,0.6526850882533246,8796.889619478308,nonsignificant,79,83,451,gene
santa,80,0.14184397163120568,1692,0.25806559915164584,0.7419344008483542,9999.791854634117,nonsignificant,83,80,564,gene
CG5958,68,0.2305084745762712,885,-0.999975208731405,2.4791268594989224e-05,0.3341367181232648,nonsignificant,41,68,295,gene
CG5181,30,0.14634146341463414,615,0.850458645415389,0.14954135458461107,2015.518377091388,nonsignificant,39,30,205,gene
CG5160,59,0.17933130699088146,987,-0.5901532706315364,0.40984672936846356,5523.914218428152,nonsignificant,53,59,329,gene
CG5149,50,0.111358574610245,1347,0.6461630993152708,0.35383690068472917,4769.013747428779,nonsignificant,57,50,449,gene
Spn28B,37,0.09762532981530343,1137,0.9970150855723845,0.0029849144276154972,40.23067665540167,nonsignificant,60,37,379,gene
Cyp4d21,58,0.11328125,1536,0.9939324150334872,0.00606758496651287,81.77891017866045,nonsignificant,83,58,512,gene
CG6739,134,0.1700507614213198,2364,0.13616825714527359,0.8638317428547264,11642.724230196003,nonsignificant,136,134,788,gene
Myo28B1,287,0.13518605746585022,6369,0.9764164293312017,0.0235835706687984,317.8593654740648,nonsignificant,328,287,2123,gene
Tep3,235,0.1598639455782313,4410,0.4770967654873295,0.5229032345126705,7047.689794761774,nonsignificant,245,235,1470,gene
ATPsynGL,19,0.17592592592592593,324,-0.3723741949716407,0.6276258050283593,8459.140600172226,nonsignificant,17,19,108,gene
Uro,62,0.17563739376770537,1059,-0.834482141302534,0.16551785869746605,2230.8496995244473,nonsignificant,52,62,353,gene
CG7164,54,0.19148936170212766,846,-0.2184887050012866,0.7815112949987134,10533.209233992658,nonsignificant,52,54,282,gene
Brd7,112,0.12993039443155452,2586,0.8168224276383145,0.18317757236168555,2468.867320290798,nonsignificant,127,112,862,gene
r2d2,46,0.14743589743589744,936,0.11597203131931788,0.8840279686806821,11914.928961878233,nonsignificant,47,46,312,gene
cdc14,159,0.150997150997151,3159,0.8239325011882617,0.17606749881173836,2373.0377489846096,nonsignificant,177,159,1053,gene
Herp,71,0.15236051502145923,1398,0.9137244304174705,0.08627556958252942,1162.8221268333316,nonsignificant,87,71,466,gene
CG7149,50,0.1201923076923077,1248,0.8409890214992717,0.15901097850072832,2143.1499682328163,nonsignificant,61,50,416,gene
CG7203,44,0.3384615384615385,390,-0.9804497309071144,0.019550269092885555,263.4985268339115,nonsignificant,31,44,130,gene
CG7214,49,0.34265734265734266,429,-0.9999277120611738,7.228793882618061e-05,0.9742968394992623,nonsignificant,28,49,143,gene
Acp1,47,0.34558823529411764,408,-0.9574775220019484,0.04252247799805162,573.1179584577396,nonsignificant,35,47,136,gene
CG13796,92,0.14330218068535824,1926,0.7215741009508772,0.27842589904912285,3752.624267384078,nonsignificant,103,92,642,gene
CG13795,76,0.12773109243697478,1785,0.8841485024740698,0.11585149752593013,1561.4464836544862,nonsignificant,91,76,595,gene
CG13794,74,0.12416107382550336,1788,0.9394311397973424,0.060568860202657664,816.34709781142,nonsignificant,92,74,596,gene
CG13793,68,0.11643835616438356,1752,0.9840935558982966,0.01590644410170339,214.3870536027583,nonsignificant,91,68,584,gene
CG33296,59,0.10068259385665529,1758,0.9985272171532339,0.0014727828467661257,19.85016720871384,nonsignificant,89,59,586,gene
Tep2,224,0.15763546798029557,4263,-0.05339039601331619,0.9466096039866838,12758.404242532524,nonsignificant,223,224,1421,gene
CG18585,59,0.13947990543735225,1269,0.5432495975768308,0.4567504024231692,6156.081923859475,nonsignificant,65,59,423,gene
CG7115,92,0.17523809523809525,1575,-0.5523009275347067,0.4476990724652933,6034.088098687223,nonsignificant,85,92,525,gene
mts,51,0.16451612903225807,930,-0.8816501872643716,0.11834981273562842,1595.1187760507999,nonsignificant,41,51,310,gene
CG14537,33,0.16176470588235295,612,-0.1403162048013339,0.8596837951986661,11586.818191687622,nonsignificant,32,33,204,gene
CG7231,51,0.16943521594684385,903,-0.6289066304773024,0.37109336952269756,5001.596434426918,nonsignificant,45,51,301,gene
Tg,121,0.15572715572715573,2331,-0.07273552647476789,0.9272644735252321,12497.670574173078,nonsignificant,120,121,777,gene
baf,10,0.10989010989010989,273,-0.26111731963647267,0.7388826803635273,9958.660765939621,nonsignificant,9,10,91,gene
Cka,106,0.14500683994528044,2193,0.22615403950556923,0.7738459604944308,10429.895855543939,nonsignificant,109,106,731,gene
CCDC53,32,0.1807909604519774,531,-0.14253755804075885,0.8574624419592412,11556.878792726653,nonsignificant,31,32,177,gene
Megf8,349,0.12063601797442101,8679,0.9953286236012814,0.0046713763987186315,62.960811101929714,nonsignificant,406,349,2893,gene
Trf,43,0.19111111111111112,675,-0.47816060966638485,0.5218393903336151,7033.351302916465,nonsignificant,39,43,225,gene
MED20,52,0.20553359683794467,759,-0.9768590686912563,0.023140931308743732,311.893472179248,nonsignificant,38,52,253,gene
poe,672,0.1262445989103889,15969,0.9999999902127338,9.787266173780992e-09,0.0001319127734902202,depleted,838,672,5323,gene
RpL36A,17,0.1619047619047619,315,-0.929559570727912,0.070440429272088,949.3961057292021,nonsignificant,11,17,105,gene
CG7367,44,0.12256267409470752,1077,0.6730106504019878,0.3269893495980122,4407.162453882008,nonsignificant,51,44,359,gene
CG12560,25,0.09157509157509157,819,0.9822939341926333,0.017706065807366642,238.6423549516876,nonsignificant,40,25,273,gene
Spn28Dc,85,0.15828677839851024,1611,0.5344878301258135,0.46551216987418653,6274.173025564286,nonsignificant,92,85,537,gene
Wwox,63,0.15365853658536585,1230,0.28807684930780997,0.71192315069219,9595.300225029338,nonsignificant,66,63,410,gene
CG7227,78,0.15028901734104047,1557,-0.2709655104611961,0.7290344895388039,9825.926850004,nonsignificant,75,78,519,gene
pes,80,0.14388489208633093,1668,0.4823658814166545,0.5176341185833455,6976.6726502663305,nonsignificant,86,80,556,gene
Spn28Db,38,0.10052910052910052,1134,0.9838430687388187,0.016156931261181322,217.76311953820186,nonsignificant,56,38,378,gene
Spn28Da,56,0.14545454545454545,1155,0.6221783628999362,0.3778216371000638,5092.280024834659,nonsignificant,63,56,385,gene
CG7102,71,0.1375968992248062,1548,0.7755373179921357,0.2244626820078643,3025.3080281019948,nonsignificant,82,71,516,gene
spz3,75,0.12254901960784313,1836,0.9065075163101639,0.09349248368983604,1260.0916951716101,nonsignificant,91,75,612,gene
Proc,17,0.12056737588652482,423,0.18633628423320814,0.8136637157667919,10966.559561104821,nonsignificant,18,17,141,gene
TwdlE,41,0.20707070707070707,594,-0.12563293883710824,0.8743670611628918,11784.719250353455,nonsignificant,40,41,198,gene
CG14535,192,0.1696113074204947,3396,0.05738342922979811,0.9426165707702019,12704.586140840782,nonsignificant,193,192,1132,gene
Rack1,90,0.28213166144200624,957,-0.9999999952910196,4.708980436673809e-09,6.34676383254896e-05,enriched,49,90,319,gene
CG8673,51,0.12114014251781473,1263,0.9697609789838514,0.030239021016148563,407.56152525565034,nonsignificant,69,51,421,gene
CG8668,92,0.15699658703071673,1758,0.31690860169039137,0.6830913983096086,9206.705866416905,nonsignificant,96,92,586,gene
CG31606,23,0.11616161616161616,594,0.7987573790422797,0.20124262095772028,2712.348045268154,nonsignificant,30,23,198,gene
CG8460,62,0.15384615384615385,1209,-0.30388248045654453,0.6961175195434555,9382.271928406693,nonsignificant,59,62,403,gene
PGAP5,44,0.11956521739130435,1104,0.7327425068456153,0.2672574931543847,3602.096492734797,nonsignificant,52,44,368,gene
CG8419,143,0.15509761388286333,2766,0.7020469383918353,0.29795306160816476,4015.8113643548445,nonsignificant,156,143,922,gene
Ssb,17,0.15315315315315314,333,-0.1974126513658474,0.8025873486341526,10817.272284891109,nonsignificant,16,17,111,gene
CG8353,24,0.14035087719298245,513,0.7913322123017394,0.2086677876982606,2812.4244425971565,nonsignificant,31,24,171,gene
CG8349,29,0.10943396226415095,795,0.9180096789996174,0.08199032100038259,1105.0655464431566,nonsignificant,40,29,265,gene
CG14277,31,0.18235294117647058,510,-0.846958115841184,0.15304188415881603,2062.6985146925226,nonsignificant,24,31,170,gene
Scgalpha,63,0.14189189189189189,1332,-0.10105970196787373,0.8989402980321263,12115.917336876997,nonsignificant,62,63,444,gene
CG7840,57,0.1743119266055046,981,-0.8060691477175931,0.19393085228240695,2613.8000270622806,nonsignificant,48,57,327,gene
Mettl14,62,0.15577889447236182,1194,-0.10188021274625902,0.898119787253741,12104.858492605921,nonsignificant,61,62,398,gene
CG7806,193,0.1297043010752688,4464,0.9991067594615892,0.0008932405384107639,12.039095976700276,nonsignificant,245,193,1488,gene
strat,12,0.0975609756097561,369,0.4070199019825733,0.5929800980174267,7992.185761078877,nonsignificant,14,12,123,gene
CG14275,29,0.19463087248322147,447,-0.7890970739433932,0.21090292605660677,2842.549637390946,nonsignificant,23,29,149,gene
CG14273,33,0.13043478260869565,759,0.7316183727072424,0.2683816272927576,3617.247572651787,nonsignificant,40,33,253,gene
CG7778,64,0.23703703703703705,810,-0.7750841159840416,0.22491588401595844,3031.4162847670877,nonsignificant,55,64,270,gene
Mur29B,92,0.16546762589928057,1668,0.9866795882176325,0.013320411782367498,179.53251000274915,nonsignificant,119,92,556,gene
CG7627,208,0.15339233038348082,4068,0.6181401707195222,0.3818598292804778,5146.70677904228,nonsignificant,221,208,1356,gene
CG7781,26,0.17567567567567569,444,-0.31690860169039137,0.6830913983096086,9206.705866416905,nonsignificant,24,26,148,gene
CG7810,32,0.08767123287671233,1095,0.9473676974342595,0.05263230256574053,709.3781739810508,nonsignificant,45,32,365,gene
Ostgamma,58,0.17522658610271905,993,-0.41378631892686,0.58621368107314,7900.987993503781,nonsignificant,54,58,331,gene
Btk,95,0.15728476821192053,1812,-0.848886606541256,0.15111339345874397,2036.7063170369513,nonsignificant,82,95,604,gene
CG8086,48,0.17582417582417584,819,0.0,1.0,13478.0,nonsignificant,48,48,273,gene
Spn28F,50,0.13297872340425532,1128,0.4998157429292057,0.5001842570707943,6741.483416800165,nonsignificant,55,50,376,gene
Pvr,256,0.1695364238410596,4530,-0.9000052825886321,0.09999471741136785,1347.728801270416,nonsignificant,231,256,1510,gene
Snx6,73,0.1622222222222222,1350,-0.1876196359121154,0.8123803640878846,10949.26254717651,nonsignificant,71,73,450,gene
CG8292,44,0.1527777777777778,864,-0.2423792763166034,0.7576207236833966,10211.212113804819,nonsignificant,42,44,288,gene
CG8372,46,0.233502538071066,591,-0.9763648980171661,0.02363510198283392,318.5539045246356,nonsignificant,33,46,197,gene
Su(var)205,40,0.1932367149758454,621,-0.8940024515750548,0.10599754842494528,1428.6349576714126,nonsignificant,31,40,207,gene
SLC5A11,94,0.15640599001663893,1803,0.7562007489695113,0.24379925103048872,3285.9263053889267,nonsignificant,106,94,601,gene
Acbp1,17,0.18681318681318682,273,-0.8510853268212384,0.14891467317876161,2007.071965103349,nonsignificant,12,17,91,gene
PAPLA1,229,0.11353495290034706,6051,0.9999999999999906,9.473063214029207e-15,1.2767794599868564e-10,depleted,380,229,2017,gene
CG12375,51,0.17406143344709898,879,-0.6289066304773024,0.37109336952269756,5001.596434426918,nonsignificant,45,51,293,gene
mon2,246,0.14599406528189912,5055,0.9450450788180311,0.054954921181968895,740.6824276905768,nonsignificant,278,246,1685,gene
CG17292,52,0.15249266862170088,1023,-0.4362971383492269,0.5637028616507731,7597.58716932912,nonsignificant,48,52,341,gene
Wdr82,56,0.1761006289308176,954,-0.7517869210100797,0.24821307898992026,3345.415878626145,nonsignificant,48,56,318,gene
CG17294,29,0.11328125,768,0.9180096789996174,0.08199032100038259,1105.0655464431566,nonsignificant,40,29,256,gene
Rcd4,31,0.155,600,0.1403162048013339,0.8596837951986661,11586.818191687622,nonsignificant,32,31,200,gene
CG13384,79,0.16356107660455488,1449,0.25957801375040623,0.7404219862495938,9979.407530672024,nonsignificant,82,79,483,gene
CG13385,53,0.1497175141242938,1062,0.8633589951925169,0.13664100480748312,1841.6474627952575,nonsignificant,65,53,354,gene
CG13386,44,0.1543859649122807,855,0.6038560908479259,0.3961439091520741,5339.227607551655,nonsignificant,50,44,285,gene
CG31898,29,0.08682634730538923,1002,0.9993312227088744,0.0006687772911256032,9.01378032979088,nonsignificant,54,29,334,gene
emb,157,0.1475563909774436,3192,-0.191023705423766,0.808976294576234,10903.382498298482,nonsignificant,154,157,1064,gene
Akap200,137,0.1816976127320955,2262,0.06783850388103985,0.9321614961189602,12563.672644691345,nonsignificant,138,137,754,gene
CG31897,70,0.06958250497017893,3018,0.9999999993025543,6.974456419856159e-10,9.40017236268213e-06,depleted,144,70,1006,gene
CheA29a,15,0.08287292817679558,543,0.9047071619765434,0.0952928380234566,1284.356870880148,nonsignificant,23,15,181,gene
CG13088,45,0.11194029850746269,1206,0.8584211366447603,0.14157886335523978,1908.1999203019218,nonsignificant,56,45,402,gene
Uba4,78,0.17180616740088106,1362,-0.6610201560208806,0.33897984397911934,4568.77033715057,nonsignificant,70,78,454,gene
Sgp,76,0.1450381679389313,1572,0.7191124746804327,0.2808875253195673,3785.802066257128,nonsignificant,86,76,524,gene
Acer,92,0.14580031695721077,1893,-0.4080803365990213,0.5919196634009787,7977.8932233183905,nonsignificant,87,92,631,gene
CG17834,74,0.17452830188679244,1272,-0.18633628423320814,0.8136637157667919,10966.559561104821,nonsignificant,72,74,424,gene
Sema1a,156,0.17333333333333334,2700,-0.9538865013478651,0.04611349865213488,621.5177348334739,nonsignificant,133,156,900,gene
mRpL51,37,0.21142857142857144,525,-0.9690159499015435,0.03098405009845654,417.60302722699726,nonsignificant,26,37,175,gene
CG13097,89,0.13423831070889894,1989,0.0,1.0,13478.0,nonsignificant,89,89,663,gene
CG13096,100,0.1466275659824047,2046,0.30511339762752665,0.6948866023724733,9365.681626776195,nonsignificant,104,100,682,gene
Dh31,27,0.23076923076923078,351,-0.9335425799830688,0.0664574200169312,895.7131069881987,nonsignificant,19,27,117,gene
Bace,98,0.26273458445040215,1119,-0.9999998497536389,1.5024636116522933e-07,0.0020250204557849608,enriched,58,98,373,gene
Agpat2,42,0.15441176470588236,816,0.12120628204070227,0.8787937179592977,11844.381730655416,nonsignificant,43,42,272,gene
D12,112,0.1154639175257732,2910,0.9984952970957006,0.0015047029042993354,20.280385744146443,nonsignificant,151,112,970,gene
grk,52,0.17567567567567569,888,-0.5341970907581558,0.4658029092418442,6278.091610761576,nonsignificant,47,52,296,gene
CG13398,69,0.15575620767494355,1329,0.739448212191416,0.260551787808584,3511.716996084095,nonsignificant,79,69,443,gene
CG13397,103,0.13222079589216945,2337,0.8326785816907825,0.1673214183092176,2255.158075971635,nonsignificant,118,103,779,gene
fy,63,0.1510791366906475,1251,0.455710375570598,0.544289624429402,7335.93555805948,nonsignificant,68,63,417,gene
Peritrophin,19,0.20430107526881722,279,-0.6983004175216551,0.30169958247834494,4066.306972643133,nonsignificant,15,19,93,gene
Acp29AB,25,0.10638297872340426,705,0.7840750610598632,0.21592493894013678,2910.2363270351634,nonsignificant,32,25,235,gene
CG13392,43,0.19196428571428573,672,-0.24522357341289547,0.7547764265871045,10172.876677540995,nonsignificant,41,43,224,gene
CG13390,57,0.14921465968586387,1146,-0.1063053306767674,0.8936946693232326,12045.21675313853,nonsignificant,56,57,382,gene
Glt,153,0.14897760467380722,3081,0.0,1.0,13478.0,nonsignificant,153,153,1027,gene
CatB,85,0.16765285996055226,1521,-0.8744935285625303,0.1255064714374697,1691.5762220342167,nonsignificant,72,85,507,gene
CG12438,58,0.2396694214876033,726,-0.9651915211881328,0.03480847881186725,469.1486774263468,nonsignificant,44,58,242,gene
SoxN,66,0.11518324607329843,1719,0.9227557628514219,0.07724423714857807,1041.0978282885353,nonsignificant,82,66,573,gene
CG32986,52,0.17869415807560138,873,0.0,1.0,13478.0,nonsignificant,52,52,291,gene
CG32987,49,0.18992248062015504,774,-0.639803866613998,0.360196133386002,4854.723485776534,nonsignificant,43,49,258,gene
CG32988,50,0.1953125,768,-0.338320085134,0.661679914866,8918.121892563948,nonsignificant,47,50,256,gene
CG32983,42,0.16733067729083664,753,0.34527915398142317,0.6547208460185768,8824.327562638378,nonsignificant,45,42,251,gene
CG9483,51,0.20987654320987653,729,-0.7087071523821902,0.2912928476178098,3926.0450001928407,nonsignificant,44,51,243,gene
LManVI,201,0.19940476190476192,3024,-0.9999966894400838,3.3105599162127454e-06,0.04461972655071538,enriched,145,201,1008,gene
LManV,165,0.167853509664293,2949,-0.9653894424842928,0.03461055751570723,466.48109419670203,nonsignificant,140,165,983,gene
LManIV,114,0.11644535240040858,2937,0.9005465202516917,0.09945347974830833,1340.4340000476996,nonsignificant,133,114,979,gene
LManIII,141,0.14043824701195218,3012,-0.3944233836646538,0.6055766163353462,8161.961634967796,nonsignificant,135,141,1004,gene
raw,143,0.1774193548387097,2418,-0.614118241339746,0.385881758660254,5200.914343222903,nonsignificant,133,143,806,gene
Hnf4,111,0.1574468085106383,2115,-0.22717000731555248,0.7728299926844475,10416.202641400983,nonsignificant,108,111,705,gene
PrBP,32,0.21052631578947367,456,-0.9394311397973424,0.060568860202657664,816.34709781142,nonsignificant,23,32,152,gene
CG9289,113,0.1674074074074074,2025,-0.6225057406136554,0.3774942593863446,5087.867628009153,nonsignificant,104,113,675,gene
CG9287,93,0.1485623003194888,1878,0.24053713462006643,0.7594628653799336,10236.040499590745,nonsignificant,96,93,626,gene
Tsp29Fa,53,0.21285140562248997,747,-0.8727373363795604,0.1272626636204396,1715.2461802762848,nonsignificant,43,53,249,gene
Tsp29Fb,74,0.23948220064724918,927,-0.999644960619253,0.000355039380746942,4.785220773707284,nonsignificant,49,74,309,gene
CG32985,69,0.10697674418604651,1935,0.9173377479432819,0.08266225205671804,1114.1218332204458,nonsignificant,85,69,645,gene
CG32984,64,0.09831029185867896,1953,0.9863314807611262,0.013668519238873786,184.2243023015409,nonsignificant,87,64,651,gene
CG18088,77,0.11596385542168675,1992,0.9204693937726112,0.07953060622738889,1071.9135107327475,nonsignificant,94,77,664,gene
CG18662,18,0.12244897959183673,441,0.1814541916179565,0.8185458083820435,11032.360405373181,nonsignificant,19,18,147,gene
CG9555,42,0.15217391304347827,828,0.12120628204070227,0.8787937179592977,11844.381730655416,nonsignificant,43,42,276,gene
CG17906,34,0.12318840579710146,828,0.7829560922430615,0.2170439077569385,2925.317788748017,nonsignificant,42,34,276,gene
CG18661,34,0.15246636771300448,669,0.26111731963647267,0.7388826803635273,9958.660765939621,nonsignificant,36,34,223,gene
Try29F,43,0.16044776119402984,804,0.23440551600423587,0.7655944839957641,10318.68245529491,nonsignificant,45,43,268,gene
CG9568,28,0.18543046357615894,453,-0.5857838217574749,0.4142161782425251,5582.805650352753,nonsignificant,24,28,151,gene
CG13102,22,0.1456953642384106,453,0.16517267081476084,0.8348273291852392,11251.802742758653,nonsignificant,23,22,151,gene
CG12439,30,0.12931034482758622,696,0.8056340891968946,0.19436591080310542,2619.6637458042546,nonsignificant,38,30,232,gene
CG31609,5,0.04032258064516129,372,0.9734997193975081,0.026500280602491884,357.1707819603856,nonsignificant,13,5,124,gene
Or30a,46,0.12169312169312169,1134,0.9292988551340171,0.07070114486598289,952.9100305037174,nonsignificant,60,46,378,gene
CG32982,95,0.1724137931034483,1653,-0.8122187279008514,0.1877812720991486,2530.9159853523247,nonsignificant,83,95,551,gene
CG13108,33,0.14102564102564102,702,-0.28056245557660864,0.7194375444233914,9696.579223738468,nonsignificant,31,33,234,gene
CG9586,36,0.1722488038277512,627,-0.8063535687307831,0.19364643126921688,2609.966600646505,nonsignificant,29,36,209,gene
CG9582,47,0.15614617940199335,903,0.11476608552679846,0.8852339144732015,11931.18269926981,nonsignificant,48,47,301,gene
Rcd,61,0.20962199312714777,873,-0.8385705376329208,0.16142946236707922,2175.746293783494,nonsignificant,51,61,291,gene
alien,67,0.15056179775280898,1335,-0.7023616828533596,0.2976383171466403,4011.569238502418,nonsignificant,59,67,445,gene
rost,35,0.12681159420289856,828,0.37350372565308887,0.6264962743469111,8443.916785647669,nonsignificant,38,35,276,gene
CG13101,50,0.15673981191222572,957,-0.338320085134,0.661679914866,8918.121892563948,nonsignificant,47,50,319,gene
CG9541,101,0.16369529983792544,1851,-0.3901659563265405,0.6098340436734595,8219.343240630888,nonsignificant,96,101,617,gene
CG9525,50,0.07363770250368189,2037,0.999996104900017,3.895099983037567e-06,0.052498157571380336,nonsignificant,95,50,679,gene
CG31886,53,0.10231660231660232,1554,0.9853614715425917,0.014638528457408349,197.29808654894973,nonsignificant,74,53,518,gene
C1GalTA,50,0.12853470437017994,1167,0.2184887050012866,0.7815112949987134,10533.209233992658,nonsignificant,52,50,389,gene
tai,281,0.1386285150468673,6081,0.793722223696011,0.20627777630398905,2780.2118690251646,nonsignificant,303,281,2027,gene
CG17005,114,0.18719211822660098,1827,-0.9608724046443122,0.03912759535568779,527.3617302039601,nonsignificant,94,114,609,gene
Cks30A,10,0.13333333333333333,225,0.0,1.0,13478.0,nonsignificant,10,10,75,gene
Eaat1,91,0.18958333333333333,1440,-0.16789263489304507,0.8321073651069549,11215.143066911538,nonsignificant,89,91,480,gene
CG3748,57,0.12866817155756208,1329,0.6184260942949787,0.38157390570502125,5142.853101092276,nonsignificant,64,57,443,gene
CG13110,18,0.13432835820895522,402,0.34527915398142317,0.6547208460185768,8824.327562638378,nonsignificant,20,18,134,gene
Aldh,106,0.2034548944337812,1563,-0.9919593153274833,0.00804068467251673,108.37234801618048,nonsignificant,82,106,521,gene
Mco1,122,0.12708333333333333,2880,0.9067236886049374,0.09327631139506266,1257.1781249826545,nonsignificant,142,122,960,gene
scat,134,0.14240170031880978,2823,0.855707944559899,0.14429205544010104,1944.7683232216818,nonsignificant,152,134,941,gene
CG3769,46,0.12466124661246612,1107,0.7750841159840416,0.22491588401595844,3031.4162847670877,nonsignificant,55,46,369,gene
CG4438,37,0.19473684210526315,570,-0.6232408821884179,0.3767591178115821,5077.9593898645035,nonsignificant,32,37,190,gene
borr,69,0.21835443037974683,948,-0.9409417709094635,0.059058229090536506,795.9868116822511,nonsignificant,55,69,316,gene
