Gene,adatcodoncount,adatcodonfreq,proteinlennucleotides,ADAT_transformed_ordered_pvalues,ADAT_pvalues_raw,chisquareadatenrichedstatus,expected_adat_codons,observed_adat_codons,protein_length_AA,feature
YDR326C,114,0.07922168172341904,4317,0.416117579229635,0.583882420770365,nonsignificant,120,114,1439,gene
YDR327W,10,0.09174311926605505,327,-0.5204998778130466,0.47950012218695337,nonsignificant,8,10,109,gene
YDR328C,19,0.09743589743589744,585,-0.8185507922785835,0.18144920772141646,nonsignificant,14,19,195,gene
YDR329C,26,0.058823529411764705,1326,0.7769825300533886,0.22301746994661142,nonsignificant,33,26,442,gene
YDR330W,49,0.09780439121756487,1503,-0.8452710765146256,0.15472892348537437,nonsignificant,40,49,501,gene
YDR331W,27,0.06553398058252427,1236,0.6232408821884179,0.3767591178115821,nonsignificant,32,27,412,gene
YDR332W,45,0.06521739130434782,2070,0.8880386457362519,0.11196135426374809,nonsignificant,57,45,690,gene
YDR333C,40,0.055248618784530384,2172,0.8014572063133417,0.1985427936866583,nonsignificant,49,40,724,gene
YDR334W,86,0.05676567656765676,4545,0.9224438332563346,0.07755616674366539,nonsignificant,104,86,1515,gene
YDR335W,92,0.07510204081632653,3675,-0.24951458065754561,0.7504854193424544,nonsignificant,89,92,1225,gene
YDR336W,15,0.047619047619047616,945,0.9047071619765434,0.0952928380234566,nonsignificant,23,15,315,gene
YDR337W,17,0.059233449477351915,861,0.7890970739433932,0.21090292605660677,nonsignificant,23,17,287,gene
YDR338C,53,0.07614942528735633,2088,0.5652759992713569,0.43472400072864315,nonsignificant,59,53,696,gene
YDR339C,18,0.09473684210526316,570,-0.7149505925973904,0.28504940740260964,nonsignificant,14,18,190,gene
YDR340W,7,0.06930693069306931,303,0.4950149249061543,0.5049850750938457,nonsignificant,9,7,101,gene
YDR341C,50,0.08223684210526316,1824,-0.6342877037184869,0.36571229628151314,nonsignificant,44,50,608,gene
YDR342C,62,0.1085814360770578,1713,-0.7836325197424056,0.21636748025759447,nonsignificant,53,62,571,gene
YDR343C,61,0.10683012259194395,1713,-0.7281815567445081,0.27181844325549187,nonsignificant,53,61,571,gene
YDR344C,14,0.0945945945945946,444,-0.9044192954543706,0.09558070454562936,nonsignificant,9,14,148,gene
YDR345C,49,0.08626760563380281,1704,-0.11476608552679846,0.8852339144732015,nonsignificant,48,49,568,gene
YDR346C,39,0.08091286307053942,1446,-0.1288685084028418,0.8711314915971582,nonsignificant,38,39,482,gene
YDR347W,25,0.07763975155279502,966,-0.16174351361417372,0.8382564863858263,nonsignificant,24,25,322,gene
YDR348C,40,0.08,1500,0.1241039420770591,0.8758960579229409,nonsignificant,41,40,500,gene
YDR349C,48,0.08040201005025126,1791,0.8108387274047959,0.18916127259520416,nonsignificant,58,48,597,gene
YDR350C,39,0.05693430656934306,2055,0.6979717718902262,0.3020282281097738,nonsignificant,46,39,685,gene
YDR351W,46,0.05317919075144509,2595,0.9815598760623085,0.018440123937691462,nonsignificant,65,46,865,gene
YDR352W,22,0.06918238993710692,954,0.5672324193322154,0.43276758066778465,nonsignificant,26,22,318,gene
YDR353W,41,0.128125,960,-0.9741424195365571,0.02585758046344289,nonsignificant,29,41,320,gene
YDR354W,28,0.07349081364829396,1143,0.28499934531191085,0.7150006546880892,nonsignificant,30,28,381,gene
YDR354C-A,3,0.0625,144,0.3829249225480261,0.6170750774519739,nonsignificant,4,3,48,gene
YDR355C,6,0.0594059405940594,303,0.2945430138887266,0.7054569861112734,nonsignificant,7,6,101,gene
YDR356W,43,0.0455026455026455,2835,0.9511153660838189,0.0488846339161811,nonsignificant,58,43,945,gene
YDR357C,6,0.04878048780487805,369,0.5204998778130466,0.47950012218695337,nonsignificant,8,6,123,gene
YDR358W,38,0.06810035842293907,1674,0.4629060215573586,0.5370939784426414,nonsignificant,42,38,558,gene
YDR359C,57,0.05798575788402848,2949,0.9825828697131,0.01741713028689996,nonsignificant,78,57,983,gene
YDR360W,11,0.07586206896551724,435,0.22717000731555248,0.7728299926844475,nonsignificant,12,11,145,gene
YDR361C,25,0.0880281690140845,852,-0.8313313811121888,0.16866861888781112,nonsignificant,19,25,284,gene
YDR362C,38,0.05646359583952452,2019,0.9913637832396804,0.008636216760319594,nonsignificant,58,38,673,gene
YDR363W,38,0.08315098468271334,1371,-0.5072833227729123,0.4927166772270877,nonsignificant,34,38,457,gene
YDR363W-A,5,0.05555555555555555,270,0.31690860169039137,0.6830913983096086,nonsignificant,6,5,90,gene
YDR364C,21,0.046052631578947366,1368,0.9632861436372959,0.036713856362704134,nonsignificant,33,21,456,gene
YDR365C,45,0.07154213036565978,1887,-0.5708046995596507,0.42919530044034926,nonsignificant,40,45,629,gene
YDR365W-A,43,0.09750566893424037,1323,-0.47816060966638485,0.5218393903336151,nonsignificant,39,43,441,gene
YDR365W-B,147,0.0837129840546697,5268,0.13014792417183474,0.8698520758281653,nonsignificant,149,147,1756,gene
YDR366C,8,0.06015037593984962,399,0.7517869210100797,0.24821307898992026,nonsignificant,12,8,133,gene
YDR367W,12,0.05405405405405406,666,0.6826894921370888,0.31731050786291115,nonsignificant,16,12,222,gene
YDR368W,19,0.06070287539936102,939,0.8763422895971663,0.12365771040283367,nonsignificant,27,19,313,gene
YDR369C,42,0.04912280701754386,2565,0.9988476451826807,0.0011523548173193996,nonsignificant,69,42,855,gene
YDR370C,28,0.06320541760722348,1329,0.615911750526148,0.384088249473852,nonsignificant,33,28,443,gene
YDR371W,30,0.05859375,1536,0.5072833227729123,0.4927166772270877,nonsignificant,34,30,512,gene
YDR371C-A,7,0.2,105,-0.9790786646622059,0.020921335337794035,nonsignificant,3,7,35,gene
YDR372C,25,0.07225433526011561,1038,0.15548073252706007,0.8445192674729399,nonsignificant,26,25,346,gene
YDR373W,13,0.06806282722513089,573,-0.22717000731555248,0.7728299926844475,nonsignificant,12,13,191,gene
YDR374C,19,0.06188925081433225,921,0.5957515052605288,0.4042484947394712,nonsignificant,23,19,307,gene
YDR374W-A,2,0.022222222222222223,270,0.8202875051210041,0.17971249487899593,nonsignificant,5,2,90,gene
YDR375C,38,0.08315098468271334,1371,-0.26111731963647267,0.7388826803635273,nonsignificant,36,38,457,gene
YDR376W,31,0.06275303643724696,1482,0.6760601544014686,0.32393984559853134,nonsignificant,37,31,494,gene
YDR377W,9,0.08823529411764706,306,-0.2763263901682371,0.7236736098317629,nonsignificant,8,9,102,gene
YDR378C,9,0.10344827586206896,261,-0.7793286380801567,0.22067136191984324,nonsignificant,6,9,87,gene
YDR379W,61,0.060396039603960394,3030,0.9737317086179577,0.026268291382042314,nonsignificant,81,61,1010,gene
YDR379C-A,8,0.1,240,-0.8202875051210041,0.17971249487899593,nonsignificant,5,8,80,gene
YDR380W,53,0.08333333333333333,1908,-0.43229083380264743,0.5677091661973526,nonsignificant,49,53,636,gene
YDR381W,20,0.0881057268722467,681,-0.1814541916179565,0.8185458083820435,nonsignificant,19,20,227,gene
YDR381C-A,5,0.043478260869565216,345,0.7111556336535182,0.2888443663464818,nonsignificant,8,5,115,gene
YDR382W,17,0.15315315315315314,333,-0.9923392388648206,0.007660761135179461,nonsignificant,9,17,111,gene
YDR383C,9,0.03765690376569038,717,0.9198816862723658,0.08011831372763421,nonsignificant,16,9,239,gene
YDR384C,24,0.08695652173913043,828,-0.6289066304773024,0.37109336952269756,nonsignificant,20,24,276,gene
YDR385W,131,0.1553973902728351,2529,-0.9999999999886605,1.1339450622946888e-11,enriched,73,131,843,gene
YDR386W,33,0.052132701421800945,1899,0.9447297193237276,0.055270280676272425,nonsignificant,46,33,633,gene
YDR387C,53,0.09532374100719425,1668,0.10824414649320568,0.8917558535067943,nonsignificant,54,53,556,gene
YDR388W,33,0.06832298136645963,1449,0.8350851774467026,0.16491482255329737,nonsignificant,42,33,483,gene
YDR389W,51,0.07786259541984733,1965,0.31690860169039137,0.6830913983096086,nonsignificant,54,51,655,gene
YDR390C,51,0.08006279434850863,1911,0.31690860169039137,0.6830913983096086,nonsignificant,54,51,637,gene
YDR391C,21,0.09012875536480687,699,-0.5204998778130466,0.47950012218695337,nonsignificant,18,21,233,gene
YDR392W,24,0.07100591715976332,1014,-0.16517267081476084,0.8348273291852392,nonsignificant,23,24,338,gene
YDR393W,36,0.0787746170678337,1371,-0.5204998778130466,0.47950012218695337,nonsignificant,32,36,457,gene
YDR394W,47,0.10955710955710955,1287,-0.8998217057737321,0.10017829422626791,nonsignificant,37,47,429,gene
YDR395W,83,0.08783068783068783,2835,-0.7581645787630928,0.24183542123690713,nonsignificant,73,83,945,gene
YDR396W,25,0.1497005988023952,501,-0.996716539013931,0.0032834609860690426,nonsignificant,14,25,167,gene
YDR397C,18,0.12244897959183673,441,-0.9651915211881328,0.03480847881186725,nonsignificant,11,18,147,gene
YDR398W,67,0.10403726708074534,1932,-0.9837904585907746,0.016209541409225422,nonsignificant,50,67,644,gene
YDR399W,16,0.07207207207207207,666,0.36264811176606293,0.6373518882339371,nonsignificant,18,16,222,gene
YDR400W,17,0.04985337243401759,1023,0.9457081716331454,0.05429182836685469,nonsignificant,27,17,341,gene
YDR401W,14,0.07446808510638298,564,0.5331457291772748,0.46685427082272524,nonsignificant,17,14,188,gene
YDR402C,39,0.07959183673469387,1470,-0.1288685084028418,0.8711314915971582,nonsignificant,38,39,490,gene
YDR403W,37,0.06890130353817504,1611,0.3647437040027517,0.6352562959972483,nonsignificant,40,37,537,gene
YDR404C,16,0.09302325581395349,516,-0.4070199019825733,0.5929800980174267,nonsignificant,14,16,172,gene
YDR405W,32,0.12121212121212122,792,-0.9927096419084643,0.0072903580915356595,nonsignificant,20,32,264,gene
YDR406W,134,0.08758169934640522,4590,-0.5239665070575704,0.4760334929424296,nonsignificant,126,134,1530,gene
YDR406W-A,2,0.024390243902439025,246,0.8202875051210041,0.17971249487899593,nonsignificant,5,2,82,gene
YDR407C,87,0.06744186046511629,3870,0.977272182498287,0.022727817501713068,nonsignificant,111,87,1290,gene
YDR408C,25,0.11627906976744186,645,-0.9010398459805948,0.09896015401940522,nonsignificant,18,25,215,gene
YDR409W,73,0.08066298342541436,2715,0.42870037850055154,0.5712996214994485,nonsignificant,78,73,905,gene
YDR410C,16,0.06666666666666667,720,0.36264811176606293,0.6373518882339371,nonsignificant,18,16,240,gene
YDR411C,41,0.11988304093567251,1026,-0.9553902819750605,0.04460971802493953,nonsignificant,30,41,342,gene
YDR412W,12,0.05084745762711865,708,0.4070199019825733,0.5929800980174267,nonsignificant,14,12,236,gene
YDR413C,28,0.14583333333333334,576,-0.9992108870109844,0.0007891129890156312,nonsignificant,15,28,192,gene
YDR414C,33,0.09090909090909091,1089,-0.5423859331236852,0.4576140668763148,nonsignificant,29,33,363,gene
YDR415C,29,0.07733333333333334,1125,0.28056245557660864,0.7194375444233914,nonsignificant,31,29,375,gene
YDR416W,50,0.05813953488372093,2580,0.9371881524839015,0.06281184751609843,nonsignificant,65,50,860,gene
YDR417C,10,0.08064516129032258,372,0.0,1.0,nonsignificant,10,10,124,gene
YDR418W,23,0.13855421686746988,498,-0.9611328961875827,0.03886710381241731,nonsignificant,15,23,166,gene
YDR419W,44,0.06951026856240126,1899,0.338320085134,0.661679914866,nonsignificant,47,44,633,gene
YDR420W,181,0.10038824181919023,5409,0.9795930727433312,0.020406927256668785,nonsignificant,215,181,1803,gene
YDR421W,59,0.06203995793901157,2853,0.9488279020248908,0.051172097975109264,nonsignificant,76,59,951,gene
YDR422C,64,0.0784313725490196,2448,0.3723741949716407,0.6276258050283593,nonsignificant,68,64,816,gene
YDR423C,34,0.08292682926829269,1230,-0.2763263901682371,0.7236736098317629,nonsignificant,32,34,410,gene
YDR424C,7,0.07526881720430108,279,0.0,1.0,nonsignificant,7,7,93,gene
YDR425W,50,0.07987220447284345,1878,0.2184887050012866,0.7815112949987134,nonsignificant,52,50,626,gene
YDR426C,7,0.05555555555555555,378,0.4950149249061543,0.5049850750938457,nonsignificant,9,7,126,gene
YDR427W,29,0.07360406091370558,1182,-0.4437015387252652,0.5562984612747348,nonsignificant,26,29,394,gene
YDR428C,16,0.061068702290076333,786,0.5087028757841068,0.4912971242158932,nonsignificant,19,16,262,gene
YDR429C,20,0.07272727272727272,825,0.33018464240058343,0.6698153575994166,nonsignificant,22,20,275,gene
YDR430C,71,0.07171717171717172,2970,0.09381438424507171,0.9061856157549283,nonsignificant,72,71,990,gene
YDR431W,10,0.09615384615384616,312,-0.7431607420421467,0.2568392579578533,nonsignificant,7,10,104,gene
YDR432W,36,0.08674698795180723,1245,-0.7266783217077051,0.273321678292295,nonsignificant,30,36,415,gene
YDR433W,10,0.06802721088435375,441,0.9104449255863575,0.08955507441364248,nonsignificant,17,10,147,gene
YDR434W,24,0.044859813084112146,1605,0.9885879636139984,0.01141203638600166,nonsignificant,40,24,535,gene
YDR435C,28,0.0851063829787234,987,-0.4514937644998529,0.5485062355001471,nonsignificant,25,28,329,gene
YDR436W,69,0.0970464135021097,2133,-0.8513652892522312,0.14863471074776885,nonsignificant,58,69,711,gene
YDR437W,11,0.07801418439716312,423,0.0,1.0,nonsignificant,11,11,141,gene
YDR438W,31,0.08355795148247978,1113,0.3930945727820492,0.6069054272179508,nonsignificant,34,31,371,gene
YDR439W,17,0.04885057471264368,1044,0.8904014166008843,0.10959858339911568,nonsignificant,25,17,348,gene
YDR440W,31,0.05317324185248713,1749,0.949983604514354,0.050016395485646,nonsignificant,44,31,583,gene
YDR441C,13,0.07142857142857142,546,0.3944233836646538,0.6055766163353462,nonsignificant,15,13,182,gene
YDR442W,10,0.07633587786259542,393,0.4362971383492269,0.5637028616507731,nonsignificant,12,10,131,gene
YDR443C,99,0.06966924700914849,4263,0.7057338956950402,0.2942661043049598,nonsignificant,110,99,1421,gene
YDR444W,47,0.06831395348837209,2064,0.7192873347315072,0.2807126652684928,nonsignificant,55,47,688,gene
YDR445C,15,0.11029411764705882,408,-0.7722000060117744,0.22779999398822554,nonsignificant,11,15,136,gene
YDR446W,21,0.06930693069306931,909,0.4597086253925802,0.5402913746074198,nonsignificant,24,21,303,gene
YDR447C,15,0.10948905109489052,411,-0.7722000060117744,0.22779999398822554,nonsignificant,11,15,137,gene
YDR448W,24,0.05517241379310345,1305,0.7266783217077051,0.273321678292295,nonsignificant,30,24,435,gene
YDR449C,20,0.045351473922902494,1323,0.8220682747317493,0.17793172526825074,nonsignificant,27,20,441,gene
YDR450W,16,0.10884353741496598,441,-0.8683319839771855,0.13166801602281455,nonsignificant,11,16,147,gene
YDR451C,25,0.07062146892655367,1062,0.7840750610598632,0.21592493894013678,nonsignificant,32,25,354,gene
YDR452W,43,0.0637037037037037,2025,0.5295135779412105,0.47048642205878954,nonsignificant,48,43,675,gene
YDR453C,32,0.16243654822335024,591,-0.9999366575163338,6.334248366623988e-05,enriched,16,32,197,gene
YDR454C,24,0.1276595744680851,564,-0.9798632484496537,0.02013675155034633,nonsignificant,15,24,188,gene
YDR455C,7,0.06796116504854369,309,0.2763263901682371,0.7236736098317629,nonsignificant,8,7,103,gene
YDR456W,52,0.08201892744479496,1902,0.49219935172472673,0.5078006482752733,nonsignificant,57,52,634,gene
YDR457W,217,0.06638115631691649,9807,0.9725313596143186,0.027468640385681378,nonsignificant,252,217,3269,gene
YDR458C,29,0.043674698795180725,1992,0.9939010540687856,0.006098945931214356,nonsignificant,48,29,664,gene
YDR459C,28,0.07466666666666667,1125,0.5204998778130466,0.47950012218695337,nonsignificant,32,28,375,gene
YDR460W,23,0.07142857142857142,966,-0.497665045639498,0.502334954360502,nonsignificant,20,23,322,gene
YDR461W,6,0.16216216216216217,111,-0.9167354833364496,0.08326451666355042,nonsignificant,3,6,37,gene
YDR461C-A,8,0.09876543209876543,243,-0.5857838217574749,0.4142161782425251,nonsignificant,6,8,81,gene
YDR462W,15,0.10135135135135136,444,-0.7722000060117744,0.22779999398822554,nonsignificant,11,15,148,gene
YDR463W,50,0.09615384615384616,1560,-0.7829560922430615,0.2170439077569385,nonsignificant,42,50,520,gene
YDR464W,100,0.06963788300835655,4308,0.9184437996206489,0.08155620037935109,nonsignificant,119,100,1436,gene
YDR464C-A,5,0.07936507936507936,189,0.0,1.0,nonsignificant,5,5,63,gene
YDR465C,24,0.05811138014527845,1239,0.5503082020311092,0.4496917979688908,nonsignificant,28,24,413,gene
YDR466W,69,0.07675194660734148,2697,0.6918204525329489,0.3081795474670511,nonsignificant,78,69,899,gene
YDR467C,9,0.08256880733944955,327,-0.2763263901682371,0.7236736098317629,nonsignificant,8,9,109,gene
YDR468C,9,0.04,675,0.8185507922785835,0.18144920772141646,nonsignificant,14,9,225,gene
YDR469W,9,0.05113636363636364,528,0.7327425068456153,0.2672574931543847,nonsignificant,13,9,176,gene
YDR470C,38,0.07554671968190854,1509,0.1272198762060882,0.8727801237939118,nonsignificant,39,38,503,gene
YDR471W,16,0.11678832116788321,411,-0.8683319839771855,0.13166801602281455,nonsignificant,11,16,137,gene
YDR472W,18,0.06338028169014084,852,0.7028534696515326,0.2971465303484674,nonsignificant,23,18,284,gene
YDR473C,19,0.04042553191489362,1410,0.8763422895971663,0.12365771040283367,nonsignificant,27,19,470,gene
YDR475C,67,0.07639680729760548,2631,0.5842023450370674,0.41579765496293264,nonsignificant,74,67,877,gene
YDR476C,34,0.1511111111111111,675,-0.9994209367827808,0.0005790632172192773,nonsignificant,19,34,225,gene
YDR477W,54,0.08517350157728706,1902,-0.6135237692287675,0.3864762307712325,nonsignificant,48,54,634,gene
YDR478W,12,0.06030150753768844,597,-0.23697539944700496,0.763024600552995,nonsignificant,11,12,199,gene
YDR479C,30,0.05405405405405406,1665,0.9651915211881328,0.03480847881186725,nonsignificant,44,30,555,gene
YDR480W,25,0.07716049382716049,972,0.0,1.0,nonsignificant,25,25,324,gene
YDR481C,42,0.07407407407407407,1701,0.34527915398142317,0.6547208460185768,nonsignificant,45,42,567,gene
YDR482C,9,0.0661764705882353,408,0.24817036595415076,0.7518296340458492,nonsignificant,10,9,136,gene
YDR483W,39,0.08803611738148984,1329,-0.8492372249733589,0.1507627750266412,nonsignificant,31,39,443,gene
YDR484W,35,0.05451713395638629,1926,0.895166997141661,0.10483300285833895,nonsignificant,46,35,642,gene
YDR485C,41,0.05150753768844221,2388,0.9858286117459877,0.014171388254012323,nonsignificant,60,41,796,gene
YDR486C,15,0.06521739130434782,690,-0.4209002580460812,0.5790997419539188,nonsignificant,13,15,230,gene
YDR487C,22,0.10526315789473684,627,-0.7747470936393503,0.22525290636064965,nonsignificant,17,22,209,gene
YDR488C,44,0.08239700374531835,1602,-0.12120628204070227,0.8787937179592977,nonsignificant,43,44,534,gene
YDR489W,25,0.0847457627118644,885,-0.617266911114774,0.38273308888522595,nonsignificant,21,25,295,gene
YDR490C,66,0.08604954367666232,2301,-0.5614219739190003,0.4385780260809997,nonsignificant,60,66,767,gene
YDR491C,10,0.06097560975609756,492,0.5946194435410576,0.40538055645894244,nonsignificant,13,10,164,gene
YDR492W,32,0.10094637223974763,951,-0.7606834587785081,0.23931654122149193,nonsignificant,26,32,317,gene
YDR493W,8,0.06451612903225806,372,0.4729107431344619,0.5270892568655381,nonsignificant,10,8,124,gene
YDR494W,26,0.0718232044198895,1086,-0.15851941887820598,0.841480581121794,nonsignificant,25,26,362,gene
YDR495C,61,0.06027667984189723,3036,0.7646862445229291,0.23531375547707092,nonsignificant,71,61,1012,gene
YDR496C,51,0.0776255707762557,1971,-0.3349944578979709,0.6650055421020291,nonsignificant,48,51,657,gene
YDR497C,74,0.1264957264957265,1755,-0.9838430687388187,0.016156931261181322,nonsignificant,56,74,585,gene
YDR498C,46,0.11979166666666667,1152,-0.9993302705509781,0.0006697294490218293,nonsignificant,28,46,384,gene
YDR499W,51,0.06818181818181818,2244,0.5732232634670164,0.42677673653298365,nonsignificant,57,51,748,gene
YDR500C,9,0.10112359550561797,267,-0.5503082020311092,0.4496917979688908,nonsignificant,7,9,89,gene
YDR501W,37,0.07088122605363985,1566,0.7087071523821902,0.2912928476178098,nonsignificant,44,37,522,gene
YDR502C,43,0.11168831168831168,1155,-0.9481700727820902,0.05182992721790985,nonsignificant,32,43,385,gene
YDR503C,18,0.06545454545454546,825,0.6062313653570074,0.3937686346429926,nonsignificant,22,18,275,gene
YDR504C,9,0.0703125,384,0.0,1.0,nonsignificant,9,9,128,gene
YDR505C,45,0.05344418052256532,2526,0.8584211366447603,0.14157886335523978,nonsignificant,56,45,842,gene
YDR506C,46,0.0755336617405583,1827,0.0,1.0,nonsignificant,46,46,609,gene
YDR507C,71,0.0621172353455818,3429,0.9547986470234778,0.045201352976522134,nonsignificant,90,71,1143,gene
YDR508C,67,0.10090361445783133,1992,-0.8584211366447603,0.14157886335523978,nonsignificant,56,67,664,gene
YDR509W,9,0.07758620689655173,348,0.0,1.0,nonsignificant,9,9,116,gene
YDR510W,10,0.09803921568627451,306,-0.7431607420421467,0.2568392579578533,nonsignificant,7,10,102,gene
YDR510C-A,0,0.0,117,0.6826894921370888,0.31731050786291115,nonsignificant,1,0,39,gene
YDR511W,10,0.07462686567164178,402,-0.7431607420421467,0.2568392579578533,nonsignificant,7,10,134,gene
YDR512C,12,0.06382978723404255,564,0.5614219739190003,0.4385780260809997,nonsignificant,15,12,188,gene
YDR513W,12,0.08333333333333333,432,0.0,1.0,nonsignificant,12,12,144,gene
YDR514C,26,0.05371900826446281,1452,0.8299330385460992,0.17006696145390077,nonsignificant,34,26,484,gene
YDR515W,26,0.05803571428571429,1344,0.6308285836673082,0.3691714163326918,nonsignificant,31,26,448,gene
YDR516C,49,0.09780439121756487,1503,-0.8906854237913335,0.10931457620866644,nonsignificant,39,49,501,gene
YDR517W,32,0.08579088471849866,1119,-0.14253755804075885,0.8574624419592412,nonsignificant,31,32,373,gene
YDR518W,50,0.09652509652509653,1554,-0.7829560922430615,0.2170439077569385,nonsignificant,42,50,518,gene
YDR519W,14,0.10294117647058823,408,-0.4362971383492269,0.5637028616507731,nonsignificant,12,14,136,gene
YDR520C,43,0.055627425614489,2319,0.8943545707981236,0.1056454292018764,nonsignificant,55,43,773,gene
YDR521W,9,0.08035714285714286,336,-0.5503082020311092,0.4496917979688908,nonsignificant,7,9,112,gene
YDR522C,32,0.0636182902584493,1509,0.6696099511512085,0.33039004884879153,nonsignificant,38,32,503,gene
YDR523C,30,0.06109979633401222,1473,0.850458645415389,0.14954135458461107,nonsignificant,39,30,491,gene
YDR524C,40,0.08281573498964803,1449,-0.1272198762060882,0.8727801237939118,nonsignificant,39,40,483,gene
YDR524W-C,4,0.13333333333333333,90,-0.9973002039367398,0.0026997960632601883,nonsignificant,1,4,30,gene
YDR524C-B,21,0.31343283582089554,201,-0.9999956972205363,4.302779463675118e-06,enriched,8,21,67,gene
YDR524C-A,5,0.125,120,-0.7517869210100797,0.24821307898992026,nonsignificant,3,5,40,gene
YDR525W,15,0.13636363636363635,330,-0.9866716712191824,0.01332832878081758,nonsignificant,8,15,110,gene
YDR525W-A,10,0.125,240,-0.9746526813225317,0.025347318677468325,nonsignificant,5,10,80,gene
YDR526C,12,0.07643312101910828,471,0.4070199019825733,0.5929800980174267,nonsignificant,14,12,157,gene
YDR527W,35,0.07954545454545454,1320,-0.7347946074084957,0.2652053925915044,nonsignificant,29,35,440,gene
YDR528W,29,0.06839622641509434,1272,0.7566549908512408,0.24334500914875917,nonsignificant,36,29,424,gene
YDR529C,14,0.109375,384,-0.7940967892679354,0.20590321073206466,nonsignificant,10,14,128,gene
YDR530C,22,0.06748466257668712,978,-0.17274065343728873,0.8272593465627113,nonsignificant,21,22,326,gene
YDR531W,23,0.0625,1104,0.5585816732179464,0.4414183267820536,nonsignificant,27,23,368,gene
YDR532C,18,0.046632124352331605,1158,0.8384866815324619,0.16151331846753808,nonsignificant,25,18,386,gene
YDR533C,26,0.1092436974789916,714,-0.8917063441009908,0.10829365589900916,nonsignificant,19,26,238,gene
YDR534C,83,0.15689981096408318,1587,-0.7045445672540771,0.2954554327459229,nonsignificant,74,83,529,gene
YDR535C,17,0.10179640718562874,501,-0.7327425068456153,0.2672574931543847,nonsignificant,13,17,167,gene
YDR536W,53,0.09298245614035087,1710,-0.6185294388488102,0.3814705611511898,nonsignificant,47,53,570,gene
YDR537C,21,0.10396039603960396,606,-0.17693672624187862,0.8230632737581214,nonsignificant,20,21,202,gene
YDR538W,19,0.07818930041152264,729,0.6925658340726076,0.30743416592739237,nonsignificant,24,19,243,gene
YDR539W,34,0.06746031746031746,1512,0.7257011726041275,0.2742988273958725,nonsignificant,41,34,504,gene
YDR540C,11,0.06111111111111111,540,0.22717000731555248,0.7728299926844475,nonsignificant,12,11,180,gene
YDR541C,26,0.07536231884057971,1035,0.2945430138887266,0.7054569861112734,nonsignificant,28,26,345,gene
YDR542W,32,0.2644628099173554,363,-0.999998495991514,1.5040084860090868e-06,enriched,14,32,121,gene
YDR543C,10,0.1,300,-0.5204998778130466,0.47950012218695337,nonsignificant,8,10,100,gene
YDR544C,36,0.2517482517482518,429,-0.9999994266968563,5.733031437583875e-07,enriched,16,36,143,gene
YDR545W,167,0.09293266555370061,5391,-0.8816626210614877,0.11833737893851225,nonsignificant,148,167,1797,gene
YDR545C-A,19,0.11875,480,-0.9039076705443266,0.0960923294556734,nonsignificant,13,19,160,gene
YEL077C,128,0.10015649452269171,3834,-0.8933789661433228,0.10662103385667722,nonsignificant,111,128,1278,gene
YEL077W-A,18,0.11180124223602485,483,-0.834482141302534,0.16551785869746605,nonsignificant,13,18,161,gene
YEL076C-A,20,0.09216589861751152,651,-0.1814541916179565,0.8185458083820435,nonsignificant,19,20,217,gene
YEL076C,19,0.08755760368663594,651,-0.5467452952462637,0.4532547047537363,nonsignificant,16,19,217,gene
YEL075W-A,24,0.11764705882352941,612,-0.6289066304773024,0.37109336952269756,nonsignificant,20,24,204,gene
YEL075C,10,0.08130081300813008,369,-0.26111731963647267,0.7388826803635273,nonsignificant,9,10,123,gene
YEL074W,11,0.09734513274336283,339,-0.4950149249061543,0.5049850750938457,nonsignificant,9,11,113,gene
YEL073C,10,0.09259259259259259,324,0.0,1.0,nonsignificant,10,10,108,gene
YEL072W,17,0.07327586206896551,696,-0.3944233836646538,0.6055766163353462,nonsignificant,15,17,232,gene
YEL071W,41,0.08249496981891348,1491,-0.4892022018261035,0.5107977981738965,nonsignificant,37,41,497,gene
YEL070W,51,0.10139165009940358,1509,-0.8816501872643716,0.11834981273562842,nonsignificant,41,51,503,gene
YEL069C,52,0.0920353982300885,1695,-0.5341970907581558,0.4658029092418442,nonsignificant,47,52,565,gene
YEL068C,9,0.08108108108108109,333,-0.2763263901682371,0.7236736098317629,nonsignificant,8,9,111,gene
YEL067C,22,0.11224489795918367,588,-0.5087028757841068,0.4912971242158932,nonsignificant,19,22,196,gene
YEL066W,19,0.11728395061728394,486,-0.9566918571892079,0.04330814281079206,nonsignificant,12,19,162,gene
YEL065W,71,0.11287758346581876,1887,-0.912174904369805,0.08782509563019504,nonsignificant,58,71,629,gene
YEL064C,34,0.07068607068607069,1443,0.7829560922430615,0.2170439077569385,nonsignificant,42,34,481,gene
YEL063C,59,0.09983079526226735,1773,-0.4103614483734329,0.5896385516265671,nonsignificant,55,59,591,gene
YEL062W,40,0.06493506493506493,1848,0.925850102261778,0.07414989773822205,nonsignificant,53,40,616,gene
YEL061C,60,0.059940059940059943,3003,0.8718743432557062,0.12812565674429374,nonsignificant,73,60,1001,gene
YEL060C,94,0.14779874213836477,1908,-0.9999999999985292,1.470814289237567e-12,enriched,46,94,636,gene
YEL059C-A,11,0.14666666666666667,225,-0.9587731666628362,0.041226833337163815,nonsignificant,6,11,75,gene
YEL059W,12,0.11650485436893204,309,-0.6826894921370888,0.31731050786291115,nonsignificant,9,12,103,gene
